 ID,Company,Product,Issue,State,Submitted via,Date received,Date resolved,Timely response?,Consumer disputed?,state name,Date received,Date resolved,Resolution time(in days),Year,QTR (US FLY)
1402002,"Med-1 Solutions, LLC",Debt collection,Taking/threatening an illegal action,IN,Web,02/06/2015,02/06/2015,Yes,No,Indiana,06/02/2015,06/02/2015,0,2015,Q2
996646,Ditech Financial LLC,Mortgage,"Loan servicing, payments, escrow account",MO,Web,08/22/2014,08/22/2014,Yes,Yes,Missouri,8/22/2014,8/22/2014,0,2014,Q3
1541689,"URS Holding, LLC",Debt collection,Communication tactics,FL,Web,08/28/2015,08/28/2015,Yes,No,Florida,8/28/2015,8/28/2015,0,2015,Q3
1833447,Freedom Mortgage,Mortgage,"Loan servicing, payments, escrow account",CA,Web,03/15/2016,03/15/2016,Yes,No,California,3/15/2016,3/15/2016,0,2016,Q1
1225471,Citibank,Debt collection,"Loan modification,collection,foreclosure",CA,Web,04/02/2015,04/02/2015,Yes,Yes,California,02/04/2015,02/04/2015,0,2015,Q1
1689298,"CashCall, Inc.",Payday loan,Can't contact lender,MS,Web,09/12/2015,12/15/2015,Yes,Yes,Mississippi,12/09/2015,12/15/2015,6,2015,Q4
682990,JPMorgan Chase & Co.,Credit card,Billing disputes,NY,Web,01/23/2014,01/23/2014,Yes,No,New York,1/23/2014,1/23/2014,0,2014,Q1
1340559,State Employee's Credit Union,Credit card,Bankruptcy,NC,Web,04/21/2015,04/21/2015,Yes,No,North Carolina,4/21/2015,4/21/2015,0,2015,Q2
1565914,JPMorgan Chase & Co.,Bank account or service,"Account opening, closing, or management",NY,Fax,09/15/2015,09/15/2015,Yes,No,New York,9/15/2015,9/15/2015,0,2015,Q3
1051587,"Navient Solutions, Inc.",Student loan,Dealing with my lender or servicer,AZ,Web,09/30/2014,09/30/2014,Yes,No,Arizona,9/30/2014,9/30/2014,0,2014,Q3
718678,"Strategic Alliances, Inc.",Debt collection,Communication tactics,CA,Web,02/18/2014,02/21/2014,Yes,No,California,2/18/2014,2/21/2014,3,2014,Q1
366851,BNY Mellon,Bank account or service,Deposits and withdrawals,CA,Web,03/28/2013,03/28/2013,Yes,No,California,3/28/2013,3/28/2013,0,2013,Q1
922538,Citibank,Mortgage,"Application, originator, mortgage broker",PA,Email,03/07/2014,03/07/2014,Yes,No,Pennsylvania,07/03/2014,07/03/2014,0,2014,Q3
1787431,"Portfolio Recovery Associates, Inc.",Debt collection,Improper contact or sharing of info,FL,Web,02/14/2016,02/14/2016,Yes,Yes,Florida,2/14/2016,2/14/2016,0,2016,Q1
1820759,Synchrony Financial,Credit card,Identity theft / Fraud / Embezzlement,CA,Postal mail,07/03/2016,07/03/2016,Yes,No,California,03/07/2016,03/07/2016,0,2016,Q1
1796802,JPMorgan Chase & Co.,Bank account or service,Using a debit or ATM card,CA,Web,02/21/2016,02/21/2016,Yes,No,California,2/21/2016,2/21/2016,0,2016,Q1
475634,Capital One,Debt collection,Improper contact or sharing of info,VT,Web,07/30/2013,07/30/2013,Yes,No,Vermont,7/30/2013,7/30/2013,0,2013,Q3
1689027,"Monarch Recovery Holdings, Inc.",Debt collection,Communication tactics,OR,Email,09/12/2015,12/14/2015,Yes,No,Oregon,12/09/2015,12/14/2015,5,2015,Q4
905585,U.S. Bancorp,Bank account or service,Deposits and withdrawals,OH,Web,06/23/2014,06/23/2014,Yes,No,Ohio,6/23/2014,6/23/2014,0,2014,Q2
361171,Bank of America,Mortgage,"Loan servicing, payments, escrow account",,Email,03/20/2013,03/22/2013,Yes,No,#N/A,3/20/2013,3/22/2013,2,2013,Q1
1396407,Equifax,Credit reporting,Unable to get credit report/credit score,NV,Web,05/28/2015,05/28/2015,Yes,Yes,Nevada,5/28/2015,5/28/2015,0,2015,Q2
2067214,Navy FCU,Credit card,APR or interest rate,CA,Phone,08/16/2016,08/16/2016,Yes,No,California,8/16/2016,8/16/2016,0,2016,Q3
1555799,Experian,Credit reporting,Credit reporting company's investigation,CA,Web,08/09/2015,08/09/2015,Yes,No,California,09/08/2015,09/08/2015,0,2015,Q3
1345728,Comerica,Bank account or service,Deposits and withdrawals,CA,Email,04/23/2015,04/28/2015,Yes,No,California,4/23/2015,4/28/2015,5,2015,Q2
603395,"Omega RMS, LLC",Student loan,Repaying your loan,TX,Web,11/19/2013,11/22/2013,Yes,No,Texas,11/19/2013,11/22/2013,3,2013,Q4
1071186,Bank of America,Mortgage,"Loan servicing, payments, escrow account",PA,Web,10/15/2014,10/23/2014,Yes,Yes,Pennsylvania,10/15/2014,10/23/2014,8,2014,Q4
1347181,Amex,Credit card,Late fee,CA,Web,04/25/2015,04/25/2015,Yes,No,California,4/25/2015,4/25/2015,0,2015,Q2
227520,Citibank,Mortgage,"Loan servicing, payments, escrow account",WI,Phone,10/01/2013,10/01/2013,Yes,No,Wisconsin,01/10/2013,01/10/2013,0,2013,Q1
715658,"CCS Financial Services, Inc.",Debt collection,False statements or representation,MN,Web,02/14/2014,02/14/2014,Yes,No,Minnesota,2/14/2014,2/14/2014,0,2014,Q1
1933084,Capital One,Credit card,Billing disputes,CA,Phone,05/19/2016,05/24/2016,Yes,No,California,5/19/2016,5/24/2016,5,2016,Q2
1831936,Synchrony Financial,Consumer Loan,Managing the loan or lease,MA,Web,03/15/2016,03/15/2016,Yes,Yes,Massachusetts,3/15/2016,3/15/2016,0,2016,Q1
1854764,AES/PHEAA,Student loan,Dealing with my lender or servicer,NY,Web,03/29/2016,03/29/2016,Yes,Yes,New York,3/29/2016,3/29/2016,0,2016,Q1
494460,First National Bank of Omaha,Credit card,Credit line increase/decrease,CA,Postal mail,08/17/2013,08/19/2013,Yes,No,California,8/17/2013,8/19/2013,2,2013,Q3
783913,"Select Portfolio Servicing, Inc",Debt collection,Communication tactics,NY,Web,03/28/2014,03/28/2014,Yes,Yes,New York,3/28/2014,3/28/2014,0,2014,Q1
1871953,Wells Fargo & Company,Mortgage,Settlement process and costs,CA,Web,09/04/2016,09/04/2016,Yes,No,California,04/09/2016,04/09/2016,0,2016,Q2
2071817,JPMorgan Chase & Co.,Student loan,Dealing with my lender or servicer,LA,Web,08/19/2016,08/19/2016,Yes,No,Louisiana,8/19/2016,8/19/2016,0,2016,Q3
1068902,Solidus Group LLC.,Debt collection,Improper contact or sharing of info,OR,Web,10/13/2014,10/31/2014,Yes,Yes,Oregon,10/13/2014,10/31/2014,18,2014,Q4
1356239,GM Financial,Consumer Loan,Managing the loan or lease,KS,Web,01/05/2015,01/05/2015,Yes,No,Kansas,05/01/2015,05/01/2015,0,2015,Q2
1024036,American Honda Finance Corporation,Consumer Loan,Problems when you are unable to pay,AZ,Web,11/09/2014,11/09/2014,Yes,No,Arizona,09/11/2014,09/11/2014,0,2014,Q3
2063675,"McCalla Raymer Pierce, LLC",Mortgage,Settlement process and costs,GA,Fax,08/15/2016,08/17/2016,Yes,No,Georgia,8/15/2016,8/17/2016,2,2016,Q3
2108290,Experian,Credit reporting,Improper use of my credit report,MD,Web,09/13/2016,09/13/2016,Yes,Yes,Maryland,9/13/2016,9/13/2016,0,2016,Q3
1133505,"Carrington Mortgage Holdings, LLC.",Mortgage,"Loan servicing, payments, escrow account",VA,Web,11/26/2014,11/26/2014,No,Yes,Virginia,11/26/2014,11/26/2014,0,2014,Q4
1816319,Fifth Third Financial Corporation,Mortgage,"Loan servicing, payments, escrow account",OH,Web,04/03/2016,04/03/2016,Yes,Yes,Ohio,03/04/2016,03/04/2016,0,2016,Q1
1640903,U.S. Bancorp,Mortgage,"Loan servicing, payments, escrow account",TN,Web,05/11/2015,05/11/2015,Yes,Yes,Tennessee,11/05/2015,11/05/2015,0,2015,Q4
2019815,Synchrony Financial,Bank account or service,"Account opening, closing, or management",CT,Email,07/19/2016,07/20/2016,Yes,No,Connecticut,7/19/2016,7/20/2016,1,2016,Q3
1562929,Synchrony Financial,Consumer Loan,Problems when you are unable to pay,SD,Web,09/14/2015,09/16/2015,Yes,Yes,South Dakota,9/14/2015,9/16/2015,2,2015,Q3
2015358,Equifax,Credit reporting,Credit reporting company's investigation,GA,Web,07/15/2016,07/18/2016,Yes,No,Georgia,7/15/2016,7/18/2016,3,2016,Q3
946969,"Enhanced Acquisitions, LLC",Debt collection,"Loan modification,collection,foreclosure",MA,Web,07/21/2014,07/24/2014,Yes,No,Massachusetts,7/21/2014,7/24/2014,3,2014,Q3
1320484,Frost-Arnett Company,Debt collection,False statements or representation,FL,Web,08/04/2015,09/04/2015,Yes,Yes,Florida,04/08/2015,04/09/2015,1,2015,Q2
1139744,"Portfolio Recovery Associates, Inc.",Debt collection,False statements or representation,NJ,Web,02/12/2014,02/12/2014,Yes,No,New Jersey,12/02/2014,12/02/2014,0,2014,Q4
413884,Wells Fargo & Company,Bank account or service,Deposits and withdrawals,MT,Web,05/22/2013,05/23/2013,Yes,Yes,Montana,5/22/2013,5/23/2013,1,2013,Q2
774329,"Asset Recovery Solutions, LLC",Debt collection,"Loan modification,collection,foreclosure",NY,Phone,03/24/2014,03/31/2014,Yes,Yes,New York,3/24/2014,3/31/2014,7,2014,Q1
439097,Bank of America,Mortgage,"Loan servicing, payments, escrow account",NJ,Email,06/21/2013,06/24/2013,Yes,Yes,New Jersey,6/21/2013,6/24/2013,3,2013,Q2
1384213,Capital One,Consumer Loan,Managing the loan or lease,CA,Web,05/19/2015,05/19/2015,Yes,No,California,5/19/2015,5/19/2015,0,2015,Q2
594667,Ocwen,Mortgage,"Loan servicing, payments, escrow account",TX,Web,12/11/2013,12/11/2013,Yes,Yes,Texas,11/12/2013,11/12/2013,0,2013,Q4
1918043,"Hunter Warfield, Inc.",Debt collection,Communication tactics,TX,Web,10/05/2016,10/05/2016,Yes,Yes,Texas,05/10/2016,05/10/2016,0,2016,Q2
2023122,TCF National Bank,Bank account or service,"Making/receiving payments, sending money",IL,Web,07/21/2016,07/21/2016,Yes,No,Illinois,7/21/2016,7/21/2016,0,2016,Q3
588632,"Expert Global Solutions, Inc.",Debt collection,Communication tactics,NY,Web,06/11/2013,06/11/2013,Yes,No,New York,11/06/2013,11/06/2013,0,2013,Q4
878295,Synchrony Financial,Credit card,Transaction issue,MN,Phone,03/06/2014,05/06/2014,Yes,No,Minnesota,06/03/2014,06/05/2014,2,2014,Q2
1645535,"TransUnion Intermediate Holdings, Inc.",Credit reporting,Improper use of my credit report,WA,Web,08/11/2015,08/11/2015,Yes,Yes,Washington,11/08/2015,11/08/2015,0,2015,Q4
1143116,"Diversified Consultants, Inc.",Debt collection,"Loan modification,collection,foreclosure",CA,Web,04/12/2014,04/12/2014,Yes,No,California,12/04/2014,12/04/2014,0,2014,Q4
599367,Bank of America,Mortgage,"Application, originator, mortgage broker",CA,Web,11/15/2013,11/26/2013,Yes,No,California,11/15/2013,11/26/2013,11,2013,Q4
1729772,American Pacific Mortgage Corporation,Mortgage,"Application, originator, mortgage broker",CA,Web,06/01/2016,06/01/2016,Yes,No,California,01/06/2016,01/06/2016,0,2016,Q1
1346325,"Stallings Financial Group, Inc.",Debt collection,"Loan modification,collection,foreclosure",GA,Web,04/24/2015,04/24/2015,Yes,Yes,Georgia,4/24/2015,4/24/2015,0,2015,Q2
387310,Wells Fargo & Company,Credit card,Unsolicited issuance of credit card,PA,Web,04/21/2013,04/21/2013,Yes,No,Pennsylvania,4/21/2013,4/21/2013,0,2013,Q2
1150841,Bank of America,Credit card,Credit card protection / Debt protection,AL,Web,10/12/2014,10/12/2014,Yes,No,Alabama,12/10/2014,12/10/2014,0,2014,Q4
896165,JPMorgan Chase & Co.,Bank account or service,"Account opening, closing, or management",MI,Email,06/16/2014,06/18/2014,Yes,No,Michigan,6/16/2014,6/18/2014,2,2014,Q2
821511,Capital One,Consumer Loan,Managing the loan or lease,GA,Email,04/23/2014,04/28/2014,Yes,No,Georgia,4/23/2014,4/28/2014,5,2014,Q2
1182209,Bank of America,Bank account or service,Deposits and withdrawals,CA,Phone,06/01/2015,07/01/2015,Yes,No,California,01/06/2015,01/07/2015,1,2015,Q1
2141229,Experian,Credit reporting,Unable to get credit report/credit score,NV,Web,03/10/2016,03/10/2016,Yes,Yes,Nevada,10/03/2016,10/03/2016,0,2016,Q4
1299739,Citibank,Credit card,Delinquent account,NY,Web,03/25/2015,03/25/2015,Yes,No,New York,3/25/2015,3/25/2015,0,2015,Q1
1976026,Bank of America,Mortgage,"Loan servicing, payments, escrow account",CA,Postal mail,06/20/2016,06/21/2016,Yes,No,California,6/20/2016,6/21/2016,1,2016,Q2
1912188,JPMorgan Chase & Co.,Credit card,Late fee,,Web,05/05/2016,05/05/2016,Yes,No,#N/A,05/05/2016,05/05/2016,0,2016,Q2
551462,Bank of America,Mortgage,"Loan servicing, payments, escrow account",OH,Web,03/10/2013,03/10/2013,Yes,Yes,Ohio,10/03/2013,10/03/2013,0,2013,Q4
816833,Bank of America,Credit card,Rewards,NJ,Web,04/21/2014,04/21/2014,Yes,Yes,New Jersey,4/21/2014,4/21/2014,0,2014,Q2
2040989,Experian,Credit reporting,Credit reporting company's investigation,CA,Web,01/08/2016,01/08/2016,Yes,No,California,08/01/2016,08/01/2016,0,2016,Q3
1150941,"PayPal Holdings, Inc.",Prepaid card,"Managing, opening, or closing account",FL,Email,10/12/2014,12/12/2014,Yes,No,Florida,12/10/2014,12/12/2014,2,2014,Q4
1534626,Atlantic Recovery Solutions LLC,Debt collection,Communication tactics,AZ,Web,08/25/2015,08/25/2015,Yes,Yes,Arizona,8/25/2015,8/25/2015,0,2015,Q3
461432,CIT Bank National Association,Mortgage,"Loan servicing, payments, escrow account",CA,Email,07/18/2013,07/19/2013,Yes,No,California,7/18/2013,7/19/2013,1,2013,Q3
2043957,JPMorgan Chase & Co.,Credit card,Billing disputes,SD,Email,03/08/2016,05/08/2016,Yes,No,South Dakota,08/03/2016,08/05/2016,2,2016,Q3
628047,"Enova International, Inc.",Debt collection,False statements or representation,OH,Web,10/12/2013,10/12/2013,Yes,No,Ohio,12/10/2013,12/10/2013,0,2013,Q4
680093,JPMorgan Chase & Co.,Mortgage,Settlement process and costs,AZ,Web,01/22/2014,01/22/2014,Yes,No,Arizona,1/22/2014,1/22/2014,0,2014,Q1
345464,Citibank,Mortgage,"Loan servicing, payments, escrow account",OK,Phone,07/03/2013,07/03/2013,Yes,No,Oklahoma,03/07/2013,03/07/2013,0,2013,Q1
1821390,Encore Capital Group,Debt collection,"Loan modification,collection,foreclosure",WA,Web,08/03/2016,08/03/2016,Yes,No,Washington,03/08/2016,03/08/2016,0,2016,Q1
1192584,"SunTrust Banks, Inc.",Consumer Loan,Managing the loan or lease,MD,Phone,01/14/2015,01/16/2015,Yes,Yes,Maryland,1/14/2015,1/16/2015,2,2015,Q1
951542,Ocwen,Mortgage,"Loan servicing, payments, escrow account",MA,Web,07/24/2014,07/24/2014,No,No,Massachusetts,7/24/2014,7/24/2014,0,2014,Q3
1684001,Quicken Loans,Mortgage,"Application, originator, mortgage broker",TX,Web,04/12/2015,04/12/2015,Yes,Yes,Texas,12/04/2015,12/04/2015,0,2015,Q4
234385,Equifax,Credit reporting,Credit reporting company's investigation,IL,Web,01/16/2013,01/17/2013,Yes,No,Illinois,1/16/2013,1/17/2013,1,2013,Q1
913300,BMO Harris,Bank account or service,"Account opening, closing, or management",FL,Email,06/26/2014,06/30/2014,Yes,No,Florida,6/26/2014,6/30/2014,4,2014,Q2
548011,"Diversified Consultants, Inc.",Debt collection,Communication tactics,PA,Phone,09/30/2013,11/14/2013,Yes,No,Pennsylvania,9/30/2013,11/14/2013,45,2013,Q3
1081261,"Cavalry Investments, LLC",Debt collection,Communication tactics,MI,Web,10/22/2014,10/22/2014,Yes,No,Michigan,10/22/2014,10/22/2014,0,2014,Q4
1248094,"Portfolio Recovery Associates, Inc.",Debt collection,Communication tactics,AZ,Web,02/19/2015,02/19/2015,Yes,No,Arizona,2/19/2015,2/19/2015,0,2015,Q1
2105081,Amex,Credit card,Rewards,NY,Web,10/09/2016,10/09/2016,Yes,Yes,New York,09/10/2016,09/10/2016,0,2016,Q3
1366715,Regions Financial Corporation,Mortgage,"Application, originator, mortgage broker",GA,Web,08/05/2015,08/05/2015,Yes,No,Georgia,05/08/2015,05/08/2015,0,2015,Q2
582644,JPMorgan Chase & Co.,Credit card,Identity theft / Fraud / Embezzlement,AZ,Web,03/11/2013,03/11/2013,Yes,No,Arizona,11/03/2013,11/03/2013,0,2013,Q4
1955731,Ditech Financial LLC,Mortgage,"Loan servicing, payments, escrow account",TX,Web,06/06/2016,06/06/2016,Yes,No,Texas,06/06/2016,06/06/2016,0,2016,Q2
1141250,"Enova International, Inc.",Consumer Loan,Taking out the loan or lease,GA,Web,03/12/2014,03/12/2014,Yes,No,Georgia,12/03/2014,12/03/2014,0,2014,Q4
1721193,Discover,Student loan,Dealing with my lender or servicer,PA,Web,12/29/2015,12/29/2015,Yes,No,Pennsylvania,12/29/2015,12/29/2015,0,2015,Q4
569562,JPMorgan Chase & Co.,Bank account or service,"Account opening, closing, or management",MI,Email,10/24/2013,10/25/2013,Yes,No,Michigan,10/24/2013,10/25/2013,1,2013,Q4
698977,"Merriman Investments, LLC",Debt collection,False statements or representation,NC,Web,04/02/2014,04/02/2014,Yes,No,North Carolina,02/04/2014,02/04/2014,0,2014,Q1
1075516,Ocwen,Mortgage,"Loan servicing, payments, escrow account",NJ,Email,10/17/2014,10/20/2014,Yes,No,New Jersey,10/17/2014,10/20/2014,3,2014,Q4
1527841,Allied Interstate LLC,Debt collection,False statements or representation,WA,Phone,08/20/2015,08/23/2015,Yes,No,Washington,8/20/2015,8/23/2015,3,2015,Q3
1470204,"TransUnion Intermediate Holdings, Inc.",Credit reporting,Credit reporting company's investigation,GA,Web,07/15/2015,07/15/2015,Yes,No,Georgia,7/15/2015,7/15/2015,0,2015,Q3
811163,Wells Fargo & Company,Mortgage,"Loan servicing, payments, escrow account",GA,Web,04/16/2014,04/21/2014,Yes,Yes,Georgia,4/16/2014,4/21/2014,5,2014,Q2
1846026,"Williams & Fudge, Inc",Debt collection,"Loan modification,collection,foreclosure",CA,Web,03/23/2016,03/23/2016,Yes,No,California,3/23/2016,3/23/2016,0,2016,Q1
1703371,JPMorgan Chase & Co.,Debt collection,Taking/threatening an illegal action,LA,Web,12/16/2015,12/16/2015,Yes,No,Louisiana,12/16/2015,12/16/2015,0,2015,Q4
1773933,Synchrony Financial,Bank account or service,"Making/receiving payments, sending money",LA,Phone,04/02/2016,04/02/2016,Yes,No,Louisiana,02/04/2016,02/04/2016,0,2016,Q1
763446,Sterling Jewelers Inc.,Debt collection,Taking/threatening an illegal action,TX,Web,03/17/2014,03/17/2014,Yes,No,Texas,3/17/2014,3/17/2014,0,2014,Q1
772545,"Portfolio Recovery Associates, Inc.",Debt collection,Communication tactics,MI,Web,03/21/2014,03/21/2014,Yes,No,Michigan,3/21/2014,3/21/2014,0,2014,Q1
1613274,"PayPal Holdings, Inc.",Consumer Loan,Problems when you are unable to pay,TX,Web,10/19/2015,10/21/2015,Yes,No,Texas,10/19/2015,10/21/2015,2,2015,Q4
2076068,Bank of America,Bank account or service,Using a debit or ATM card,WA,Web,08/23/2016,08/23/2016,Yes,No,Washington,8/23/2016,8/23/2016,0,2016,Q3
1952147,Fifth Third Financial Corporation,Mortgage,"Application, originator, mortgage broker",MI,Web,02/06/2016,02/06/2016,Yes,No,Michigan,06/02/2016,06/02/2016,0,2016,Q2
398595,Bank of America,Bank account or service,"Account opening, closing, or management",TX,Web,04/05/2013,06/05/2013,Yes,No,Texas,05/04/2013,05/06/2013,2,2013,Q2
404024,Citibank,Bank account or service,Deposits and withdrawals,NJ,Web,10/05/2013,10/05/2013,Yes,Yes,New Jersey,05/10/2013,05/10/2013,0,2013,Q2
1871598,Avant Credit Corporation,Consumer Loan,Managing the loan or lease,NV,Web,08/04/2016,09/04/2016,Yes,Yes,Nevada,04/08/2016,04/09/2016,1,2016,Q2
1006658,AES/PHEAA,Student loan,Dealing with my lender or servicer,NJ,Web,08/28/2014,08/28/2014,Yes,No,New Jersey,8/28/2014,8/28/2014,0,2014,Q3
432582,Bank of America,Bank account or service,"Account opening, closing, or management",CO,Email,06/14/2013,06/18/2013,Yes,No,Colorado,6/14/2013,6/18/2013,4,2013,Q2
2002768,Citibank,Bank account or service,"Account opening, closing, or management",MO,Web,08/07/2016,08/07/2016,Yes,No,Missouri,07/08/2016,07/08/2016,0,2016,Q3
1650910,Bank of America,Mortgage,"Loan servicing, payments, escrow account",AZ,Web,11/11/2015,11/11/2015,Yes,No,Arizona,11/11/2015,11/11/2015,0,2015,Q4
1961417,Experian,Credit reporting,Credit reporting company's investigation,FL,Email,09/06/2016,10/06/2016,Yes,No,Florida,06/09/2016,06/10/2016,1,2016,Q2
1808748,Discover,Credit card,Billing disputes,GA,Web,02/29/2016,02/29/2016,Yes,No,Georgia,2/29/2016,2/29/2016,0,2016,Q1
1967728,Bank of America,Mortgage,Settlement process and costs,NY,Web,06/15/2016,06/15/2016,Yes,No,New York,6/15/2016,6/15/2016,0,2016,Q2
367321,Wells Fargo & Company,Mortgage,"Loan servicing, payments, escrow account",FL,Phone,03/27/2013,03/28/2013,Yes,No,Florida,3/27/2013,3/28/2013,1,2013,Q1
670801,Van Ru Credit Corporation,Debt collection,Improper contact or sharing of info,IL,Web,01/15/2014,01/21/2014,Yes,No,Illinois,1/15/2014,1/21/2014,6,2014,Q1
1213548,U.S. Bancorp,Bank account or service,Problems caused by my funds being low,CA,Web,01/28/2015,01/28/2015,Yes,No,California,1/28/2015,1/28/2015,0,2015,Q1
1858601,Wells Fargo & Company,Bank account or service,Deposits and withdrawals,NY,Phone,03/31/2016,03/31/2016,Yes,No,New York,3/31/2016,3/31/2016,0,2016,Q1
1860639,Bank of America,Bank account or service,"Account opening, closing, or management",FL,Web,01/04/2016,02/04/2016,Yes,No,Florida,04/01/2016,04/02/2016,1,2016,Q2
468237,Citibank,Credit card,Identity theft / Fraud / Embezzlement,CA,Phone,07/26/2013,07/30/2013,Yes,No,California,7/26/2013,7/30/2013,4,2013,Q3
462246,Citibank,Credit card,Billing statement,DC,Web,07/19/2013,07/19/2013,Yes,No,District of Columbia,7/19/2013,7/19/2013,0,2013,Q3
1539479,JPMorgan Chase & Co.,Bank account or service,Deposits and withdrawals,TX,Email,08/27/2015,09/09/2015,Yes,No,Texas,8/27/2015,09/09/2015,13,2015,Q3
282125,JPMorgan Chase & Co.,Credit card,Late fee,NY,Email,01/31/2013,04/02/2013,Yes,Yes,New York,1/31/2013,02/04/2013,4,2013,Q1
1394432,American Advisors Group,Mortgage,"Application, originator, mortgage broker",PA,Web,05/27/2015,05/27/2015,Yes,No,Pennsylvania,5/27/2015,5/27/2015,0,2015,Q2
984606,"Navient Solutions, Inc.",Student loan,Can't repay my loan,FL,Web,08/14/2014,08/14/2014,Yes,No,Florida,8/14/2014,8/14/2014,0,2014,Q3
1766952,"JMD,LLC",Debt collection,"Loan modification,collection,foreclosure",CA,Web,02/02/2016,02/02/2016,Yes,No,California,02/02/2016,02/02/2016,0,2016,Q1
824401,JPMorgan Chase & Co.,Bank account or service,Deposits and withdrawals,OH,Web,04/24/2014,04/28/2014,Yes,No,Ohio,4/24/2014,4/28/2014,4,2014,Q2
2061018,Santander Bank US,Mortgage,"Application, originator, mortgage broker",PA,Web,12/08/2016,12/08/2016,Yes,No,Pennsylvania,08/12/2016,08/12/2016,0,2016,Q3
901603,Flagstar Bank,Mortgage,Credit decision / Underwriting,MN,Web,06/19/2014,06/19/2014,Yes,No,Minnesota,6/19/2014,6/19/2014,0,2014,Q2
393156,JPMorgan Chase & Co.,Bank account or service,Deposits and withdrawals,IL,Email,04/26/2013,04/26/2013,Yes,Yes,Illinois,4/26/2013,4/26/2013,0,2013,Q2
620356,Equifax,Credit reporting,Credit reporting company's investigation,CA,Web,03/12/2013,03/12/2013,Yes,No,California,12/03/2013,12/03/2013,0,2013,Q4
913095,Wells Fargo & Company,Bank account or service,"Account opening, closing, or management",CO,Web,06/26/2014,06/26/2014,Yes,No,Colorado,6/26/2014,6/26/2014,0,2014,Q2
1624538,"Southwest Credit Systems, L.P.",Debt collection,False statements or representation,TX,Web,10/26/2015,10/26/2015,No,No,Texas,10/26/2015,10/26/2015,0,2015,Q4
1536834,"TransUnion Intermediate Holdings, Inc.",Credit reporting,Credit reporting company's investigation,FL,Web,08/26/2015,08/26/2015,Yes,Yes,Florida,8/26/2015,8/26/2015,0,2015,Q3
841704,U.S. Bancorp,Bank account or service,Deposits and withdrawals,NV,Email,07/05/2014,09/05/2014,Yes,No,Nevada,05/07/2014,05/09/2014,2,2014,Q2
219791,Bank of America,Mortgage,"Application, originator, mortgage broker",IN,Phone,02/01/2013,03/01/2013,Yes,No,Indiana,01/02/2013,01/03/2013,1,2013,Q1
342858,Bank of America,Credit card,Billing disputes,FL,Web,05/03/2013,06/03/2013,Yes,No,Florida,03/05/2013,03/06/2013,1,2013,Q1
1468621,U.S. Bancorp,Mortgage,"Loan servicing, payments, escrow account",MI,Web,07/15/2015,07/15/2015,Yes,No,Michigan,7/15/2015,7/15/2015,0,2015,Q3
1649092,MoneyGram,Money transfers,Fraud or scam,KS,Web,10/11/2015,10/11/2015,Yes,No,Kansas,11/10/2015,11/10/2015,0,2015,Q4
1384445,Fifth Third Financial Corporation,Bank account or service,"Account opening, closing, or management",FL,Web,05/20/2015,05/20/2015,Yes,No,Florida,5/20/2015,5/20/2015,0,2015,Q2
1660538,Express Cash Mart Management,Consumer Loan,Problems when you are unable to pay,IL,Web,11/18/2015,11/20/2015,No,No,Illinois,11/18/2015,11/20/2015,2,2015,Q4
1454124,Equifax,Credit reporting,Credit reporting company's investigation,MD,Web,07/07/2015,07/07/2015,Yes,No,Maryland,07/07/2015,07/07/2015,0,2015,Q3
2180657,Discover,Student loan,Can't repay my loan,NC,Web,10/26/2016,10/26/2016,Yes,Yes,North Carolina,10/26/2016,10/26/2016,0,2016,Q4
1407445,"TransUnion Intermediate Holdings, Inc.",Credit reporting,Improper use of my credit report,TX,Postal mail,05/06/2015,06/24/2015,Yes,No,Texas,06/05/2015,6/24/2015,19,2015,Q2
1750851,Barclays PLC,Credit card,Identity theft / Fraud / Embezzlement,MI,Web,01/21/2016,01/21/2016,Yes,No,Michigan,1/21/2016,1/21/2016,0,2016,Q1
779368,"MNE Services, Inc",Payday loan,Charged fees or interest I didn't expect,FL,Web,03/26/2014,03/26/2014,Yes,No,Florida,3/26/2014,3/26/2014,0,2014,Q1
1372978,Wells Fargo & Company,Consumer Loan,Managing the loan or lease,CA,Web,05/13/2015,05/13/2015,Yes,No,California,5/13/2015,5/13/2015,0,2015,Q2
1242224,Johnson Mark LLC,Debt collection,"Loan modification,collection,foreclosure",AZ,Web,02/17/2015,02/17/2015,Yes,No,Arizona,2/17/2015,2/17/2015,0,2015,Q1
1932414,Citibank,Credit card,Identity theft / Fraud / Embezzlement,CA,Phone,05/19/2016,05/24/2016,Yes,No,California,5/19/2016,5/24/2016,5,2016,Q2
1072546,HSBC North America Holdings Inc.,Debt collection,Taking/threatening an illegal action,FL,Web,10/15/2014,10/22/2014,Yes,No,Florida,10/15/2014,10/22/2014,7,2014,Q4
1824595,"On-Site Manager, Inc.",Credit reporting,Improper use of my credit report,IL,Postal mail,09/03/2016,11/03/2016,No,No,Illinois,03/09/2016,03/11/2016,2,2016,Q1
1453623,ACS Education Services,Student loan,Can't repay my loan,IL,Web,06/07/2015,06/07/2015,Yes,No,Illinois,07/06/2015,07/06/2015,0,2015,Q3
1709041,"RS Clark and Associates, Inc.",Debt collection,"Loan modification,collection,foreclosure",TX,Web,12/18/2015,12/18/2015,No,Yes,Texas,12/18/2015,12/18/2015,0,2015,Q4
