 ID,Company,Product,Issue,State,Submitted via,Date received,Date resolved,Timely response?,Consumer disputed?,state name,Date received,Date resolved,Resolution time(in days),Year,QTR (US FLY)
2095418,Capital One,Credit card,Closing/Cancelling account,OH,Web,05/09/2016,05/09/2016,Yes,No,Ohio,09/05/2016,09/05/2016,0,2016,Q3
1287696,Synchrony Financial,Credit card,APR or interest rate,IN,Email,03/17/2015,03/23/2015,Yes,Yes,Indiana,3/17/2015,3/23/2015,6,2015,Q1
1137699,American Honda Finance Corporation,Debt collection,False statements or representation,NY,Web,01/12/2014,01/12/2014,Yes,Yes,New York,12/01/2014,12/01/2014,0,2014,Q4
1479518,Citibank,Debt collection,Communication tactics,CA,Web,07/21/2015,07/21/2015,Yes,No,California,7/21/2015,7/21/2015,0,2015,Q3
1259312,Equifax,Credit reporting,Credit reporting company's investigation,MD,Web,02/26/2015,02/26/2015,Yes,Yes,Maryland,2/26/2015,2/26/2015,0,2015,Q1
818445,HSBC North America Holdings Inc.,Credit card,Closing/Cancelling account,NC,Web,04/21/2014,04/25/2014,Yes,No,North Carolina,4/21/2014,4/25/2014,4,2014,Q2
1761716,CoreLogic,Mortgage,"Application, originator, mortgage broker",NY,Web,01/28/2016,02/02/2016,Yes,No,New York,1/28/2016,02/02/2016,5,2016,Q1
342650,Capital One,Credit card,Billing disputes,AZ,Web,05/03/2013,05/03/2013,Yes,No,Arizona,03/05/2013,03/05/2013,0,2013,Q1
676003,"Contract Callers, Inc.",Debt collection,"Loan modification,collection,foreclosure",NY,Web,01/18/2014,01/18/2014,Yes,No,New York,1/18/2014,1/18/2014,0,2014,Q1
351776,Synchrony Financial,Credit card,Credit determination,AR,Postal mail,03/13/2013,03/13/2013,Yes,No,Arkansas,3/13/2013,3/13/2013,0,2013,Q1
312461,Citibank,Credit card,Customer service / Customer relations,PA,Web,09/02/2013,11/02/2013,Yes,No,Pennsylvania,02/09/2013,02/11/2013,2,2013,Q1
1755031,"Pacific Union Financial, LLC",Mortgage,"Loan servicing, payments, escrow account",NH,Web,01/23/2016,01/23/2016,Yes,No,New Hampshire,1/23/2016,1/23/2016,0,2016,Q1
1161355,"Account Discovery Systems, LLC",Debt collection,Improper contact or sharing of info,MD,Phone,12/17/2014,12/22/2014,Yes,No,Maryland,12/17/2014,12/22/2014,5,2014,Q4
1306927,ACE Cash Express Inc.,Payday loan,Charged fees or interest I didn't expect,CO,Web,03/30/2015,06/05/2015,Yes,No,Colorado,3/30/2015,05/06/2015,37,2015,Q1
1854571,Wells Fargo & Company,Mortgage,Credit decision / Underwriting,PA,Web,03/29/2016,03/29/2016,Yes,No,Pennsylvania,3/29/2016,3/29/2016,0,2016,Q1
1927553,BB&T Financial,Consumer Loan,Managing the loan or lease,MD,Web,05/16/2016,05/16/2016,Yes,No,Maryland,5/16/2016,5/16/2016,0,2016,Q2
1269545,Wells Fargo & Company,Consumer Loan,Managing the loan or lease,VA,Web,05/03/2015,05/03/2015,Yes,No,Virginia,03/05/2015,03/05/2015,0,2015,Q1
791212,Nationstar Mortgage,Mortgage,"Loan servicing, payments, escrow account",NM,Web,03/04/2014,03/04/2014,Yes,No,New Mexico,04/03/2014,04/03/2014,0,2014,Q2
1347350,Ocwen,Mortgage,"Loan servicing, payments, escrow account",MI,Web,04/25/2015,04/25/2015,Yes,Yes,Michigan,4/25/2015,4/25/2015,0,2015,Q2
381517,Ocwen,Mortgage,"Loan servicing, payments, escrow account",OR,Web,04/14/2013,04/15/2013,Yes,No,Oregon,4/14/2013,4/15/2013,1,2013,Q2
1511696,JPMorgan Chase & Co.,Mortgage,"Application, originator, mortgage broker",CA,Web,10/08/2015,10/08/2015,Yes,No,California,08/10/2015,08/10/2015,0,2015,Q3
1776396,JPMorgan Chase & Co.,Credit card,Billing disputes,OH,Web,06/02/2016,06/02/2016,Yes,No,Ohio,02/06/2016,02/06/2016,0,2016,Q1
739688,Capital One,Credit card,Identity theft / Fraud / Embezzlement,UT,Web,03/03/2014,03/03/2014,Yes,Yes,Utah,03/03/2014,03/03/2014,0,2014,Q1
1205142,"Shellpoint Partners, LLC",Mortgage,"Loan servicing, payments, escrow account",NV,Web,01/22/2015,01/22/2015,Yes,No,Nevada,1/22/2015,1/22/2015,0,2015,Q1
1325038,Ocwen,Mortgage,"Loan servicing, payments, escrow account",FL,Web,10/04/2015,10/04/2015,Yes,Yes,Florida,04/10/2015,04/10/2015,0,2015,Q2
1696988,Experian,Credit reporting,Improper use of my credit report,OH,Web,12/15/2015,12/15/2015,Yes,No,Ohio,12/15/2015,12/15/2015,0,2015,Q4
1924179,PNC Bank N.A.,Bank account or service,"Account opening, closing, or management",OH,Web,05/13/2016,05/16/2016,Yes,No,Ohio,5/13/2016,5/16/2016,3,2016,Q2
2052661,"Moss Law Firm, P.C.",Debt collection,Communication tactics,TX,Web,09/08/2016,09/13/2016,Yes,No,Texas,08/09/2016,9/13/2016,35,2016,Q3
1240563,Amex,Prepaid card,Unauthorized transactions/trans. issues,LA,Web,02/13/2015,02/20/2015,Yes,No,Louisiana,2/13/2015,2/20/2015,7,2015,Q1
2099542,"SunTrust Banks, Inc.",Bank account or service,Deposits and withdrawals,DC,Web,07/09/2016,10/09/2016,Yes,Yes,District of Columbia,09/07/2016,09/10/2016,3,2016,Q3
1201464,Santander Consumer USA Holdings Inc,Consumer Loan,Managing the loan or lease,OK,Postal mail,01/21/2015,02/24/2015,Yes,No,Oklahoma,1/21/2015,2/24/2015,34,2015,Q1
2052657,GC Services Limited Partnership,Debt collection,Improper contact or sharing of info,TX,Web,09/08/2016,09/08/2016,Yes,No,Texas,08/09/2016,08/09/2016,0,2016,Q3
1231408,Amex,Credit card,Advertising and marketing,CA,Web,09/02/2015,11/02/2015,Yes,No,California,02/09/2015,02/11/2015,2,2015,Q1
547115,U.S. Bancorp,Bank account or service,"Making/receiving payments, sending money",CA,Web,09/27/2013,09/30/2013,Yes,No,California,9/27/2013,9/30/2013,3,2013,Q3
1273403,U.S. Bancorp,Bank account or service,Using a debit or ATM card,MI,Web,09/03/2015,09/03/2015,Yes,No,Michigan,03/09/2015,03/09/2015,0,2015,Q1
570527,Citibank,Mortgage,"Loan servicing, payments, escrow account",FL,Phone,10/24/2013,10/25/2013,Yes,No,Florida,10/24/2013,10/25/2013,1,2013,Q4
763389,TCF National Bank,Consumer Loan,Managing the loan or lease,MN,Web,03/17/2014,03/17/2014,Yes,No,Minnesota,3/17/2014,3/17/2014,0,2014,Q1
1896330,Bank of America,Mortgage,"Application, originator, mortgage broker",FL,Phone,04/26/2016,04/29/2016,Yes,No,Florida,4/26/2016,4/29/2016,3,2016,Q2
1231995,Wells Fargo & Company,Bank account or service,"Making/receiving payments, sending money",IA,Phone,09/02/2015,11/02/2015,Yes,No,Iowa,02/09/2015,02/11/2015,2,2015,Q1
864060,Regional Management Corp.,Consumer Loan,Managing the loan or lease,SC,Web,05/22/2014,05/27/2014,Yes,No,South Carolina,5/22/2014,5/27/2014,5,2014,Q2
508943,BMO Harris,Bank account or service,Problems caused by my funds being low,MO,Phone,08/29/2013,09/17/2013,Yes,Yes,Missouri,8/29/2013,9/17/2013,19,2013,Q3
1016790,Encore Capital Group,Debt collection,Taking/threatening an illegal action,MO,Web,05/09/2014,05/09/2014,Yes,No,Missouri,09/05/2014,09/05/2014,0,2014,Q3
1720677,"Risecredit, LLC",Consumer Loan,Managing the loan or lease,OH,Web,12/29/2015,04/01/2016,Yes,No,Ohio,12/29/2015,01/04/2016,6,2015,Q4
1970543,JPMorgan Chase & Co.,Bank account or service,Deposits and withdrawals,IL,Email,06/15/2016,06/17/2016,Yes,No,Illinois,6/15/2016,6/17/2016,2,2016,Q2
1631564,"SunTrust Banks, Inc.",Mortgage,"Loan servicing, payments, escrow account",PA,Web,10/29/2015,10/29/2015,Yes,No,Pennsylvania,10/29/2015,10/29/2015,0,2015,Q4
682749,HSBC North America Holdings Inc.,Mortgage,Settlement process and costs,FL,Phone,01/23/2014,01/31/2014,Yes,No,Florida,1/23/2014,1/31/2014,8,2014,Q1
2025695,New York Community Bank,Mortgage,"Loan servicing, payments, escrow account",SC,Web,07/22/2016,07/22/2016,Yes,Yes,South Carolina,7/22/2016,7/22/2016,0,2016,Q3
1647190,"TransUnion Intermediate Holdings, Inc.",Credit reporting,Credit reporting company's investigation,TX,Web,09/11/2015,09/11/2015,Yes,Yes,Texas,11/09/2015,11/09/2015,0,2015,Q4
991633,Ally Financial Inc.,Bank account or service,Deposits and withdrawals,AR,Web,08/19/2014,08/19/2014,Yes,No,Arkansas,8/19/2014,8/19/2014,0,2014,Q3
1932751,Avant Credit Corporation,Consumer Loan,Managing the loan or lease,MD,Web,05/19/2016,05/20/2016,Yes,No,Maryland,5/19/2016,5/20/2016,1,2016,Q2
412203,PNC Bank N.A.,Mortgage,"Application, originator, mortgage broker",GA,Web,05/21/2013,05/22/2013,Yes,No,Georgia,5/21/2013,5/22/2013,1,2013,Q2
814674,Wells Fargo & Company,Mortgage,Settlement process and costs,IL,Web,04/20/2014,04/20/2014,Yes,No,Illinois,4/20/2014,4/20/2014,0,2014,Q2
552829,Wells Fargo & Company,Mortgage,"Loan servicing, payments, escrow account",CT,Web,04/10/2013,07/10/2013,Yes,No,Connecticut,10/04/2013,10/07/2013,3,2013,Q4
466966,"Navient Solutions, Inc.",Student loan,Repaying your loan,NH,Web,07/25/2013,07/26/2013,Yes,No,New Hampshire,7/25/2013,7/26/2013,1,2013,Q3
824931,"Select Portfolio Servicing, Inc",Mortgage,Settlement process and costs,MD,Web,04/25/2014,04/25/2014,Yes,No,Maryland,4/25/2014,4/25/2014,0,2014,Q2
2072560,AES/PHEAA,Student loan,Dealing with my lender or servicer,CT,Web,08/19/2016,08/23/2016,Yes,No,Connecticut,8/19/2016,8/23/2016,4,2016,Q3
346359,HSBC North America Holdings Inc.,Mortgage,"Application, originator, mortgage broker",NY,Postal mail,08/03/2013,08/03/2013,Yes,Yes,New York,03/08/2013,03/08/2013,0,2013,Q1
1370975,JPMorgan Chase & Co.,Credit card,Credit determination,CA,Web,12/05/2015,12/05/2015,Yes,No,California,05/12/2015,05/12/2015,0,2015,Q2
1997257,BB&T Financial,Mortgage,"Loan servicing, payments, escrow account",MD,Web,05/07/2016,05/07/2016,Yes,No,Maryland,07/05/2016,07/05/2016,0,2016,Q3
767828,Bank of America,Mortgage,"Loan servicing, payments, escrow account",TN,Phone,03/14/2014,03/19/2014,Yes,No,Tennessee,3/14/2014,3/19/2014,5,2014,Q1
2002614,Regions Financial Corporation,Bank account or service,"Account opening, closing, or management",AL,Web,07/07/2016,07/07/2016,Yes,No,Alabama,07/07/2016,07/07/2016,0,2016,Q3
1792295,Nationstar Mortgage,Mortgage,Settlement process and costs,IL,Web,02/17/2016,02/17/2016,Yes,No,Illinois,2/17/2016,2/17/2016,0,2016,Q1
1869866,Experian,Credit reporting,Credit reporting company's investigation,SC,Phone,07/04/2016,07/04/2016,Yes,No,South Carolina,04/07/2016,04/07/2016,0,2016,Q2
370870,JPMorgan Chase & Co.,Mortgage,Settlement process and costs,WA,Web,01/04/2013,02/04/2013,Yes,No,Washington,04/01/2013,04/02/2013,1,2013,Q2
1226244,"Portfolio Recovery Associates, Inc.",Debt collection,"Loan modification,collection,foreclosure",TX,Web,05/02/2015,05/02/2015,Yes,Yes,Texas,02/05/2015,02/05/2015,0,2015,Q1
592546,The Western Union Company,Money transfers,Fraud or scam,MI,Phone,09/11/2013,12/11/2013,Yes,No,Michigan,11/09/2013,11/12/2013,3,2013,Q4
1850109,"Big Picture Loans, LLC",Payday loan,Charged fees or interest I didn't expect,WA,Web,03/25/2016,03/26/2016,Yes,No,Washington,3/25/2016,3/26/2016,1,2016,Q1
398222,TCF National Bank,Bank account or service,Using a debit or ATM card,IL,Fax,02/05/2013,02/05/2013,Yes,No,Illinois,05/02/2013,05/02/2013,0,2013,Q2
1840619,Experian,Credit reporting,Credit reporting company's investigation,VA,Web,03/20/2016,03/20/2016,Yes,No,Virginia,3/20/2016,3/20/2016,0,2016,Q1
358380,TD Bank US Holding Company,Bank account or service,Deposits and withdrawals,MA,Phone,03/18/2013,03/20/2013,Yes,No,Massachusetts,3/18/2013,3/20/2013,2,2013,Q1
240595,"Caliber Home Loans, Inc",Mortgage,"Loan servicing, payments, escrow account",MI,Web,01/17/2013,01/23/2013,Yes,Yes,Michigan,1/17/2013,1/23/2013,6,2013,Q1
479688,TD Bank US Holding Company,Bank account or service,Deposits and withdrawals,NJ,Fax,07/25/2013,07/29/2013,Yes,No,New Jersey,7/25/2013,7/29/2013,4,2013,Q3
505546,Citibank,Credit card,Billing statement,OR,Web,08/27/2013,08/28/2013,Yes,No,Oregon,8/27/2013,8/28/2013,1,2013,Q3
494641,"VW Credit, Inc",Debt collection,Improper contact or sharing of info,NY,Postal mail,08/18/2013,08/19/2013,Yes,No,New York,8/18/2013,8/19/2013,1,2013,Q3
1095389,ConServe,Student loan,Dealing with my lender or servicer,TX,Web,10/31/2014,10/31/2014,Yes,No,Texas,10/31/2014,10/31/2014,0,2014,Q4
682179,Citibank,Mortgage,"Loan servicing, payments, escrow account",TX,Web,01/23/2014,01/25/2014,Yes,No,Texas,1/23/2014,1/25/2014,2,2014,Q1
1749386,"Credit Service of Central Washington, Inc.",Debt collection,False statements or representation,WA,Web,01/21/2016,01/21/2016,No,No,Washington,1/21/2016,1/21/2016,0,2016,Q1
1318651,JPMorgan Chase & Co.,Bank account or service,Using a debit or ATM card,IL,Web,07/04/2015,07/04/2015,Yes,No,Illinois,04/07/2015,04/07/2015,0,2015,Q2
1895971,U.S. Bancorp,Mortgage,"Loan servicing, payments, escrow account",IL,Web,04/25/2016,04/25/2016,Yes,No,Illinois,4/25/2016,4/25/2016,0,2016,Q2
2158502,Freedom Mortgage,Mortgage,"Loan servicing, payments, escrow account",MI,Web,10/13/2016,10/18/2016,Yes,Yes,Michigan,10/13/2016,10/18/2016,5,2016,Q4
506580,Union Bank,Bank account or service,Problems caused by my funds being low,CA,Phone,08/28/2013,08/29/2013,Yes,No,California,8/28/2013,8/29/2013,1,2013,Q3
1394510,"PennyMac Loan Services, LLC",Mortgage,"Loan servicing, payments, escrow account",CO,Web,05/27/2015,05/29/2015,Yes,No,Colorado,5/27/2015,5/29/2015,2,2015,Q2
1577766,PNC Bank N.A.,Credit card,Billing disputes,NJ,Web,09/23/2015,09/23/2015,Yes,No,New Jersey,9/23/2015,9/23/2015,0,2015,Q3
554952,HSBC North America Holdings Inc.,Mortgage,"Loan servicing, payments, escrow account",NY,Postal mail,08/10/2013,10/31/2013,Yes,No,New York,10/08/2013,10/31/2013,23,2013,Q4
1345399,Amex,Bank account or service,Using a debit or ATM card,GA,Web,04/24/2015,04/24/2015,Yes,No,Georgia,4/24/2015,4/24/2015,0,2015,Q2
950949,Experian,Credit reporting,Credit reporting company's investigation,TX,Web,07/23/2014,07/25/2014,Yes,No,Texas,7/23/2014,7/25/2014,2,2014,Q3
1607966,Ocwen,Mortgage,"Loan servicing, payments, escrow account",FL,Web,10/15/2015,10/15/2015,Yes,No,Florida,10/15/2015,10/15/2015,0,2015,Q4
757088,Bank of America,Bank account or service,"Account opening, closing, or management",NY,Web,03/14/2014,03/14/2014,Yes,No,New York,3/14/2014,3/14/2014,0,2014,Q1
1363406,Bank of America,Bank account or service,"Account opening, closing, or management",MD,Phone,06/05/2015,07/05/2015,Yes,Yes,Maryland,05/06/2015,05/07/2015,1,2015,Q2
1485280,"PayPal Holdings, Inc.",Credit card,Unsolicited issuance of credit card,KY,Web,07/24/2015,07/24/2015,Yes,No,Kentucky,7/24/2015,7/24/2015,0,2015,Q3
412212,"Navient Solutions, Inc.",Student loan,Repaying your loan,FL,Web,05/21/2013,05/22/2013,Yes,No,Florida,5/21/2013,5/22/2013,1,2013,Q2
1068437,JPMorgan Chase & Co.,Bank account or service,Problems caused by my funds being low,WA,Web,12/10/2014,12/10/2014,Yes,Yes,Washington,10/12/2014,10/12/2014,0,2014,Q4
1198532,Experian,Credit reporting,Credit monitoring or identity protection,OR,Web,01/19/2015,01/19/2015,Yes,No,Oregon,1/19/2015,1/19/2015,0,2015,Q1
468102,Citibank,Credit card,Billing disputes,IL,Web,07/26/2013,07/26/2013,Yes,No,Illinois,7/26/2013,7/26/2013,0,2013,Q3
898670,Solidus Group LLC.,Debt collection,False statements or representation,CA,Web,06/17/2014,06/17/2014,Yes,No,California,6/17/2014,6/17/2014,0,2014,Q2
1039071,Wells Fargo & Company,Student loan,Can't repay my loan,NY,Web,09/22/2014,09/22/2014,Yes,Yes,New York,9/22/2014,9/22/2014,0,2014,Q3
1605337,Capital One,Credit card,Credit line increase/decrease,VA,Email,10/14/2015,10/16/2015,Yes,Yes,Virginia,10/14/2015,10/16/2015,2,2015,Q4
1004071,Global United Arbitration LLC,Debt collection,False statements or representation,KY,Web,08/27/2014,08/27/2014,Yes,Yes,Kentucky,8/27/2014,8/27/2014,0,2014,Q3
2051518,Santander Bank US,Bank account or service,"Making/receiving payments, sending money",MA,Web,08/08/2016,10/08/2016,Yes,No,Massachusetts,08/08/2016,08/10/2016,2,2016,Q3
1823576,Wells Fargo & Company,Bank account or service,"Account opening, closing, or management",CA,Web,09/03/2016,09/03/2016,Yes,No,California,03/09/2016,03/09/2016,0,2016,Q1
867546,Synchrony Financial,Bank account or service,"Account opening, closing, or management",NJ,Web,05/24/2014,05/24/2014,Yes,Yes,New Jersey,5/24/2014,5/24/2014,0,2014,Q2
1474556,Bank of America,Bank account or service,Deposits and withdrawals,NV,Web,07/18/2015,07/29/2015,Yes,No,Nevada,7/18/2015,7/29/2015,11,2015,Q3
1879147,Wells Fargo & Company,Other financial service,Fraud or scam,FL,Email,04/14/2016,04/18/2016,Yes,No,Florida,4/14/2016,4/18/2016,4,2016,Q2
707784,Experian,Credit reporting,Credit reporting company's investigation,WY,Web,10/02/2014,10/02/2014,Yes,No,Wyoming,02/10/2014,02/10/2014,0,2014,Q1
1797543,JPMorgan Chase & Co.,Bank account or service,"Account opening, closing, or management",CA,Email,02/22/2016,02/25/2016,Yes,No,California,2/22/2016,2/25/2016,3,2016,Q1
1578622,SquareTwo Financial Corporation,Debt collection,Taking/threatening an illegal action,NC,Email,09/24/2015,09/29/2015,Yes,No,North Carolina,9/24/2015,9/29/2015,5,2015,Q3
1984788,Ad Astra Recovery Services Inc,Debt collection,"Loan modification,collection,foreclosure",TX,Web,06/25/2016,06/25/2016,Yes,Yes,Texas,6/25/2016,6/25/2016,0,2016,Q2
1189770,"Enova International, Inc.",Payday loan,Can't stop charges to bank account,LA,Postal mail,12/01/2015,12/01/2015,Yes,No,Louisiana,01/12/2015,01/12/2015,0,2015,Q1
360955,"TransUnion Intermediate Holdings, Inc.",Credit reporting,Credit reporting company's investigation,FL,Web,03/20/2013,03/21/2013,Yes,No,Florida,3/20/2013,3/21/2013,1,2013,Q1
1534404,ACS Education Services,Student loan,Dealing with my lender or servicer,FL,Web,08/25/2015,08/26/2015,Yes,No,Florida,8/25/2015,8/26/2015,1,2015,Q3
1313130,Citibank,Mortgage,"Application, originator, mortgage broker",AL,Web,02/04/2015,02/04/2015,Yes,Yes,Alabama,04/02/2015,04/02/2015,0,2015,Q2
1241107,Synchrony Financial,Credit card,Billing disputes,CO,Web,02/14/2015,02/14/2015,Yes,No,Colorado,2/14/2015,2/14/2015,0,2015,Q1
983681,Citibank,Credit card,Billing disputes,PA,Postal mail,08/14/2014,08/18/2014,Yes,No,Pennsylvania,8/14/2014,8/18/2014,4,2014,Q3
505618,"Navient Solutions, Inc.",Student loan,Problems when you are unable to pay,LA,Web,08/27/2013,08/29/2013,Yes,No,Louisiana,8/27/2013,8/29/2013,2,2013,Q3
1440637,U.S. Bancorp,Credit card,Payoff process,IL,Postal mail,06/26/2015,06/29/2015,Yes,No,Illinois,6/26/2015,6/29/2015,3,2015,Q2
2040630,Nelnet,Student loan,Dealing with my lender or servicer,TX,Web,01/08/2016,01/08/2016,Yes,No,Texas,08/01/2016,08/01/2016,0,2016,Q3
1720670,Capital One,Debt collection,Taking/threatening an illegal action,MN,Phone,12/29/2015,12/30/2015,Yes,No,Minnesota,12/29/2015,12/30/2015,1,2015,Q4
1509594,Wells Fargo & Company,Bank account or service,Problems caused by my funds being low,NY,Web,08/08/2015,08/08/2015,Yes,No,New York,08/08/2015,08/08/2015,0,2015,Q3
1646012,Wells Fargo & Company,Mortgage,"Loan servicing, payments, escrow account",VA,Web,09/11/2015,09/11/2015,Yes,No,Virginia,11/09/2015,11/09/2015,0,2015,Q4
960383,Ocwen,Mortgage,"Loan servicing, payments, escrow account",DC,Web,07/30/2014,07/30/2014,Yes,No,District of Columbia,7/30/2014,7/30/2014,0,2014,Q3
402959,Regions Financial Corporation,Bank account or service,Using a debit or ATM card,MS,Email,07/05/2013,08/05/2013,Yes,No,Mississippi,05/07/2013,05/08/2013,1,2013,Q2
857243,"Integrity Solution Services, Inc.",Debt collection,"Loan modification,collection,foreclosure",MD,Web,05/17/2014,05/17/2014,Yes,No,Maryland,5/17/2014,5/17/2014,0,2014,Q2
434806,DriveTime,Consumer Loan,Managing the loan or lease,ME,Web,06/17/2013,06/19/2013,Yes,No,Maine,6/17/2013,6/19/2013,2,2013,Q2
954608,Stellar Recovery Inc.,Debt collection,"Loan modification,collection,foreclosure",TN,Web,07/25/2014,07/25/2014,Yes,No,Tennessee,7/25/2014,7/25/2014,0,2014,Q3
1450707,MoneyGram,Money transfers,Fraud or scam,DC,Phone,03/07/2015,04/07/2015,Yes,No,District of Columbia,07/03/2015,07/04/2015,1,2015,Q3
1686122,Fifth Third Financial Corporation,Mortgage,"Application, originator, mortgage broker",FL,Email,07/12/2015,10/12/2015,Yes,No,Florida,12/07/2015,12/10/2015,3,2015,Q4
676102,Citibank,Payday loan,Charged fees or interest I didn't expect,PA,Web,01/18/2014,01/24/2014,Yes,No,Pennsylvania,1/18/2014,1/24/2014,6,2014,Q1
1710374,USAA Savings,Bank account or service,Problems caused by my funds being low,PA,Email,12/21/2015,12/22/2015,Yes,No,Pennsylvania,12/21/2015,12/22/2015,1,2015,Q4
1724396,Cooper Hoffman Klein Associates,Debt collection,Taking/threatening an illegal action,MD,Web,12/31/2015,12/31/2015,Yes,No,Maryland,12/31/2015,12/31/2015,0,2015,Q4
1634589,"Campus Student Funding, LLC",Student loan,Getting a loan,CA,Web,01/11/2015,01/11/2015,Yes,No,California,11/01/2015,11/01/2015,0,2015,Q4
1872231,JPMorgan Chase & Co.,Consumer Loan,Managing the loan or lease,IL,Web,10/04/2016,10/04/2016,Yes,Yes,Illinois,04/10/2016,04/10/2016,0,2016,Q2
1532129,Quality Loan Service Corporation,Mortgage,"Loan servicing, payments, escrow account",CA,Web,08/24/2015,08/25/2015,Yes,Yes,California,8/24/2015,8/25/2015,1,2015,Q3
493490,TD Bank US Holding Company,Bank account or service,Problems caused by my funds being low,MA,Email,08/16/2013,08/16/2013,Yes,No,Massachusetts,8/16/2013,8/16/2013,0,2013,Q3
1155843,Synchrony Financial,Debt collection,Taking/threatening an illegal action,SC,Web,12/14/2014,12/14/2014,Yes,No,South Carolina,12/14/2014,12/14/2014,0,2014,Q4
644854,Greystone Alliance LLC,Debt collection,Communication tactics,LA,Web,12/24/2013,01/28/2014,Yes,No,Louisiana,12/24/2013,1/28/2014,35,2013,Q4
1118721,Barclays PLC,Credit card,Billing disputes,TX,Web,11/16/2014,11/16/2014,Yes,Yes,Texas,11/16/2014,11/16/2014,0,2014,Q4
1484399,"SunTrust Banks, Inc.",Mortgage,"Loan servicing, payments, escrow account",FL,Email,07/23/2015,07/29/2015,Yes,No,Florida,7/23/2015,7/29/2015,6,2015,Q3
2033247,USAA Savings,Bank account or service,"Account opening, closing, or management",MD,Web,07/27/2016,07/29/2016,Yes,No,Maryland,7/27/2016,7/29/2016,2,2016,Q3
1813671,Stellar Recovery Inc.,Debt collection,"Loan modification,collection,foreclosure",WA,Web,02/03/2016,02/03/2016,Yes,No,Washington,03/02/2016,03/02/2016,0,2016,Q1
1784855,JPMorgan Chase & Co.,Mortgage,"Loan servicing, payments, escrow account",MN,Web,11/02/2016,11/02/2016,Yes,Yes,Minnesota,02/11/2016,02/11/2016,0,2016,Q1
432225,Toyota Motor Credit Corporation,Consumer Loan,Taking out the loan or lease,TX,Web,06/14/2013,06/14/2013,Yes,No,Texas,6/14/2013,6/14/2013,0,2013,Q2
795701,Encore Capital Group,Debt collection,Taking/threatening an illegal action,OH,Web,06/04/2014,06/04/2014,Yes,No,Ohio,04/06/2014,04/06/2014,0,2014,Q2
944732,AES/PHEAA,Student loan,Dealing with my lender or servicer,NY,Web,07/19/2014,07/19/2014,Yes,No,New York,7/19/2014,7/19/2014,0,2014,Q3
2049183,ERC,Debt collection,False statements or representation,CA,Web,05/08/2016,05/08/2016,Yes,No,California,08/05/2016,08/05/2016,0,2016,Q3
1472068,Wells Fargo & Company,Bank account or service,Problems caused by my funds being low,ID,Web,07/16/2015,07/16/2015,Yes,No,Idaho,7/16/2015,7/16/2015,0,2015,Q3
1914933,"Monterey Financial Services, Inc.",Debt collection,False statements or representation,CA,Web,07/05/2016,07/05/2016,Yes,No,California,05/07/2016,05/07/2016,0,2016,Q2
947597,Capital One,Debt collection,Taking/threatening an illegal action,GA,Web,07/22/2014,07/24/2014,Yes,No,Georgia,7/22/2014,7/24/2014,2,2014,Q3
525150,Bank of America,Mortgage,"Loan servicing, payments, escrow account",FL,Email,12/09/2013,12/09/2013,Yes,No,Florida,09/12/2013,09/12/2013,0,2013,Q3
2080888,Regions Financial Corporation,Bank account or service,Problems caused by my funds being low,AL,Web,08/25/2016,08/25/2016,Yes,No,Alabama,8/25/2016,8/25/2016,0,2016,Q3
1725981,"National Credit Adjusters, LLC",Debt collection,Improper contact or sharing of info,CA,Web,04/01/2016,04/01/2016,Yes,No,California,01/04/2016,01/04/2016,0,2016,Q1
1083786,Citibank,Credit card,Rewards,MI,Web,10/23/2014,10/29/2014,Yes,No,Michigan,10/23/2014,10/29/2014,6,2014,Q4
560353,Bank of America,Bank account or service,Deposits and withdrawals,MO,Postal mail,10/16/2013,10/16/2013,Yes,No,Missouri,10/16/2013,10/16/2013,0,2013,Q4
948247,Ocwen,Mortgage,"Application, originator, mortgage broker",TX,Phone,07/22/2014,07/25/2014,Yes,No,Texas,7/22/2014,7/25/2014,3,2014,Q3
1409435,Equifax,Credit reporting,Credit reporting company's investigation,CO,Web,06/06/2015,06/06/2015,Yes,Yes,Colorado,06/06/2015,06/06/2015,0,2015,Q2
1685940,Ocwen,Mortgage,"Loan servicing, payments, escrow account",CA,Web,07/12/2015,08/12/2015,Yes,No,California,12/07/2015,12/08/2015,1,2015,Q4
426078,"TransUnion Intermediate Holdings, Inc.",Credit reporting,Improper use of my credit report,CA,Web,06/06/2013,07/06/2013,Yes,No,California,06/06/2013,06/07/2013,1,2013,Q2
1988351,"FAIR COLLECTIONS & OUTSOURCING, INC.",Debt collection,"Loan modification,collection,foreclosure",AZ,Web,06/29/2016,06/30/2016,Yes,No,Arizona,6/29/2016,6/30/2016,1,2016,Q2
1561772,"TransUnion Intermediate Holdings, Inc.",Credit reporting,Credit reporting company's investigation,OH,Web,11/09/2015,11/09/2015,Yes,No,Ohio,09/11/2015,09/11/2015,0,2015,Q3
1600525,Bank of America,Bank account or service,"Making/receiving payments, sending money",NC,Email,09/10/2015,10/14/2015,Yes,No,North Carolina,10/09/2015,10/14/2015,5,2015,Q4
2016789,Santander Bank US,Mortgage,"Loan servicing, payments, escrow account",NY,Web,07/18/2016,07/18/2016,Yes,Yes,New York,7/18/2016,7/18/2016,0,2016,Q3
